e1CPT_Code_Desc,e1Units,Billed,Avg Billed,CPT Payments,Avg CPT Pay per charge line,Avg Cpt Pay per Unit,Average of ReimbRate,,CPT Code,Value Care,Focal Point,Actual pay,Average of ReimbRate,Unit
77003 - FLUOROGUIDE FOR SPINE INJECT (Global),29,"6,085",210,"4,776",165,165,87.5%,,77003, $143.45 , $129.11 , $164.68 ,87.5%,29
"81000 - Urinalysis, Non-automated, w/microscopy","1,086","17,376",16,"4,752",4,4,27.5%,,81000, $4.02 , $3.62 , $4.38 ,27.5%,"1,086"
73130 - X-RAY EXAM OF HAND (Global),74,"8,343",113,"4,751",64,64,58.3%,,73130, $52.16 , $60.92 , $64.21 ,58.3%,74
"17250 - CHEMICAL CAUTERY, GRANULATE",35,"5,285",151,"4,715",135,135,89.2%,,17250, $155.04 , $139.54 , $134.71 ,89.2%,35
46258 - REMOVE HEMORRHOIDS & FISTUL,6,"6,420","1,070","4,679",780,780,72.9%,,46258, $835.35 , $751.82 , $779.91 ,72.9%,6
90684 - PCV21 VACCINE IM,15,"5,820",388,"4,641",309,309,79.7%,,90684, Not Found , Not Found , $309.40 ,79.7%,15
95720 - EEG PHY/QHP EA INCR W/VEEG,23,"7,153",311,"4,638",202,202,93.2%,,95720, $320.60 , $288.54 , $201.67 ,93.2%,23
G0103 - PROS CANCR SCR; PROS ANTIG TST TOT,291,"16,296",56,"4,636",16,16,29.5%,,G0103, $19.31 , $17.38 , $15.93 ,29.5%,291
J0702 - Celestone/Betameth 3mg,616,"11,704",40,"4,614",16,8,40.3%,,J0702, $7.58 , $7.58 , $7.58 ,40.3%,616
99460 - N.B.CARE INITIAL PER DAY,46,"10,948",233,"4,562",97,99,42.6%,,99460, $109.15 , $98.24 , $99.18 ,42.6%,46
52281 - CYSTOSCOPY AND TREATMENT (Facility),16,"6,960",435,"4,536",284,284,69.5%,,52281, $572.14 , $514.93 , $283.51 ,69.5%,16
24359 - REPAIR ELBOW DEBATTCH OPEN,5,"8,243","1,649","4,529",906,906,59.1%,,24359," $1,141.38 "," $1,027.24 ", $905.80 ,59.1%,5
G0009 - ADMIN PNEUMOCOCCAL VACCINE,144,"6,336",44,"4,525",31,31,71.4%,,G0009, $34.80 , $31.32 , $31.43 ,71.4%,144
"96360 - IV Hydration/infusion, 1st hour",95,"12,730",131,"4,501",46,47,35.7%,,96360, $52.82 , $47.54 , $47.38 ,35.7%,95
95018 - PERQ&IC ALLG TEST DRUGS/BIOL,152,"7,296",87,"4,497",54,29,61.4%,,95018, $31.90 , $28.71 , $28.78 ,61.4%,152
55700 - BIOPSY OF PROSTATE (Facility),16,"5,280",330,"4,476",280,280,84.8%,,55700, $417.68 , $375.91 , $279.74 ,84.8%,16
"14040 - TISSUE TRANSFER, FACEHANDS (Facility)",7,"10,535","1,505","4,465",638,638,42.4%,,14040," $1,292.37 "," $1,163.13 ", $637.85 ,42.4%,7
J7323 - Euflexxa injection per dose,34,"20,196",962,"4,463",213,132,22.1%,,J7323, $125.93 , $125.93 , $131.58 ,22.1%,34
19120 - REMOVAL OF BREAST LESION,6,"8,504","1,417","4,455",742,742,54.1%,,19120, $898.99 , $809.09 , $742.44 ,54.1%,6
52001 - Cystoscopy with clot removal (Facility),12,"9,900",825,"4,451",371,371,45.0%,,52001, $761.88 , $685.69 , $370.90 ,45.0%,12
"30901 - Epistaxis treatment, simple",20,"6,920",346,"4,428",221,221,64.0%,,30901, $275.37 , $247.83 , $221.41 ,64.0%,20
94727 - Pulmonary Function Test by Gas (Global),77,"7,623",98,"4,385",56,57,59.9%,,94727, $49.16 , $60.72 , $56.95 ,59.9%,77
52287 - Botox 100U,11,"10,604",757,"4,382",313,398,41.3%,,52287, $682.05 , $613.85 , $398.33 ,41.3%,11
51525 - REMOVAL OF BLADDER LESION (Facility),4,"6,287","1,572","4,377","1,094",1094,62.2%,,51525," $1,453.77 "," $1,308.39 "," $1,094.34 ",62.2%,4
"27245 - REPAIR THIGH FRACTURE, WIM",3,"9,370","3,123","4,363","1,454",1454,40.0%,,27245," $2,102.85 "," $1,892.57 "," $1,454.46 ",40.0%,3
"12031 - Repair, layered, trunk, <2.5 cm",10,"5,310",531,"4,360",436,436,82.1%,,12031, $457.02 , $411.32 , $436.01 ,82.1%,10
31295 - SINUS ENDO W/BALLOON DIL,1,"9,046","9,046","4,355","4,355",4355,48.1%,,31295," $2,999.52 "," $2,699.57 "," $4,355.40 ",48.1%,1
"59618 - ATTEMPTED VBAC DEL, ROUTINE",1,"4,426","4,426","4,337","4,337",4337,98.0%,,59618," $4,589.24 "," $4,130.32 "," $4,337.48 ",98.0%,1
"64510 - N BLOCK, STELLATE GANGLION",18,"6,822",379,"4,335",241,241,63.5%,,64510, $254.54 , $229.09 , $240.85 ,63.5%,18
44146 - PARTIAL REMOVAL OF COLONCO,2,"7,306","3,653","4,322","2,161",2161,59.2%,,44146," $3,601.74 "," $3,241.57 "," $2,161.05 ",59.2%,2
49329 - Laprascopic Resection Mass greater than 10cm (Facility),2,"8,636","4,318","4,322","2,161",2161,50.0%,,49329, Not Found , Not Found ," $2,161.04 ",50.0%,2
90471 - Immun admin 1 vac VFC,175,"7,700",44,"4,314",25,25,56.3%,,90471, $25.63 , $23.07 , $24.65 ,56.3%,175
"12051 - Layer rep,face/ears <2.5 cm",14,"7,154",511,"4,290",306,306,60.0%,,12051, $491.73 , $442.56 , $306.41 ,60.0%,14
"15260 - SKIN FULL GRAFT, NOSEEARL",3,"6,075","2,025","4,288","1,429",1429,70.6%,,15260," $1,697.32 "," $1,527.59 "," $1,429.20 ",70.6%,3
G0438 - Initial Annual Wellness Visit,25,"8,950",280,"4,278",134,171,47.8%,,G0438, $196.00 , $176.40 , $171.10 ,47.8%,25
49000 - EXPLORATION OF ABDOMEN,5,"6,372","1,274","4,275",855,855,57.2%,,49000," $1,325.92 "," $1,193.33 ", $854.92 ,57.2%,5
A9575 - Clariscan 20 mL,"35,770","12,520",70,"4,251",24,0,34.4%,,A9575, $0.12 , $0.12 , $0.12 ,34.4%,"35,770"
"28285 - REPAIR OF HAMMERTOE, ONE TO",9,"10,080","2,016","4,203",841,406,36.2%,,28285, $917.50 , $825.75 , $405.63 ,36.2%,9
"73600 - X-RAY EXAM OF ANKLE, 2V (Global)",75,"4,670",62,"4,176",56,56,92.2%,,73600, $14.28 , $53.66 , $55.69 ,92.2%,75
92083 - VISUAL FIELD EXAMINATION(S),50,"7,800",156,"4,170",83,83,55.7%,,92083, $96.23 , $86.61 , $83.39 ,55.7%,50
71275 - CTA/ CT ANGIO Chest/Thoracic (Global),9,"9,792","1,088","4,169",463,463,42.6%,,71275, $544.00 , $143.08 , $463.20 ,42.6%,9
"81001 - Urinalysis, Automated w/microscopy","1,330","31,920",24,"4,166",3,3,13.3%,,81001, $3.17 , $2.85 , $3.13 ,13.3%,"1,330"
43450 - MALONE DILITATION,67,"29,681",443,"4,154",62,62,14.0%,,43450, $330.32 , $297.29 , $61.99 ,14.0%,67
"14040 - TISSUE TRANSFER, FACEHANDS",4,"6,968","1,742","4,138","1,034",1034,59.4%,,14040," $1,292.37 "," $1,163.13 "," $1,034.46 ",59.4%,4
"19303 - MAST, SIMPLE, COMPLETE",2,"7,083","3,542","4,138","2,069",2069,61.3%,,19303," $1,655.09 "," $1,489.58 "," $2,068.86 ",61.3%,2
52240 - LG TURBT (Facility),9,"10,134","1,126","4,127",459,459,40.7%,,52240, $657.18 , $591.46 , $458.54 ,40.7%,9
64640 - NRV DES PERIPH,14,"8,330",595,"4,101",293,293,49.2%,,64640, $429.83 , $386.85 , $292.96 ,49.2%,14
91319 - Comirnaty (5 - 11yr),49,"5,439",111,"4,075",83,83,74.9%,,91319, Not Found , Not Found , $83.16 ,74.9%,49
96132 - NRPSYC TST EVAL PHYS/QHP 1ST,23,"5,118",223,"4,054",176,176,84.1%,,96132, $200.31 , $180.28 , $176.26 ,84.1%,23
82950 - GLUCOSE TEST,840,"21,000",25,"4,016",5,5,19.3%,,82950, $4.75 , $4.28 , $4.78 ,19.3%,840
"99221 - INITIAL ADMIT, LOW (Facility)",36,"6,948",193,"4,016",112,112,57.8%,,99221, $115.50 , $103.95 , $111.56 ,57.8%,36
73718 - MRI LOWER EXTREMITY W/O DYE (Technical),13,"14,210","1,093","4,002",308,308,30.2%,,73718, $437.81 , $287.84 , $307.83 ,30.2%,13
58671 - LAP W OCCLUSION OF OVIDUCTS,7,"5,299",757,"3,997",571,571,75.4%,,58671, $640.40 , $576.36 , $571.03 ,75.4%,7
30465 - REPAIR NASAL VESTIBULAR STE,2,"5,468","2,734","3,988","1,994",1994,73.0%,,30465," $1,788.14 "," $1,609.33 "," $1,994.17 ",73.0%,2
52284 - CYSTO RX BALO CATH URTL STRX,20,"11,100",555,"3,979",199,199,49.9%,,52284, Not Found , Not Found , $198.93 ,49.9%,20
95012 - EXHALED NITRIC OXIDE MEAS,174,"6,920",38,"3,973",22,23,62.5%,,95012, $29.29 , $26.36 , $22.85 ,62.5%,174
93980 - PENILE VASCULAR STUDY (Global),14,"8,750",625,"3,953",282,282,45.2%,,93980, $88.91 , $80.02 , $282.34 ,45.2%,14
G0480 - DR TST DEFIN DR ID M P D 1-7 DR CL,39,"9,828",252,"3,933",101,101,44.6%,,G0480, $114.43 , $102.99 , $100.86 ,44.6%,39
99417 - Prolonged Office Visit (Per 15 minutes),120,"7,725",106,"3,928",54,32,51.9%,,99417, $36.91 , $33.22 , $32.02 ,51.9%,120
71271 - CT Thorax Low Dose lung cancer screening (Technical),24,"4,464",179,"3,928",157,164,88.4%,,71271, $169.53 , $237.54 , $163.68 ,88.4%,24
28010 - INCISION OF TOE TENDON,12,"6,156",513,"3,918",326,326,63.6%,,28010, $396.27 , $356.64 , $326.47 ,63.6%,12
59409 - VAGINAL DELIVERY ONLY,4,"7,344","1,836","3,898",974,974,53.1%,,59409," $1,372.78 "," $1,235.50 ", $974.41 ,53.1%,4
"14041 - TISSUE TRANSFER, FACEHANDS",3,"6,387","2,129","3,890","1,297",1297,60.9%,,14041," $1,566.58 "," $1,409.92 "," $1,296.58 ",60.9%,3
21552 - EXC NECK LES SC = 3 CM,6,"5,199",867,"3,882",647,647,69.9%,,21552, $771.14 , $694.03 , $647.00 ,69.9%,6
"11302 - SHAVE SKIN LESION, TRUNKAR",18,"4,932",274,"3,864",215,215,78.3%,,11302, $239.50 , $215.55 , $214.69 ,78.3%,18
KETAM - Ketamine Infusion,10,"4,000",400,"3,840",384,384,96.0%,,KETAM, Not Found , Not Found , $384.00 ,96.0%,10
"49651 - LAPRSCPY, REP INGUINAL HRNI",4,"5,632","1,408","3,819",955,955,67.8%,,49651, $978.24 , $880.42 , $954.78 ,67.8%,4
45100 - BIOPSY OF RECTUM,10,"8,810",881,"3,817",382,382,48.1%,,45100, $518.91 , $467.02 , $381.68 ,48.1%,10
50760 - FUSION OF URETERS (facility),2,"5,022","2,511","3,803","1,901",1901,75.7%,,50760," $1,932.19 "," $1,738.97 "," $1,901.30 ",75.7%,2
J7674 - METHACHOLINE CHLORID INHAL PER 1 MG,"2,402","7,206",144,"3,777",76,2,52.6%,,J7674, $1.90 , $1.90 , $1.58 ,52.6%,"2,402"
44157 - COLECTOMY W/ILEOANAL ANAST,1,"5,066","5,066","3,775","3,775",3775,74.5%,,44157," $3,774.71 "," $3,397.24 "," $3,774.71 ",74.5%,1
55530 - REVISE SPERMATIC CORD VEINS (Facility),7,"7,048","1,007","3,768",538,538,54.0%,,55530, $600.48 , $540.43 , $538.28 ,54.0%,7
"45990 - SURG DX EXAM, ANORECTAL",148,"34,945",236,"3,716",25,25,46.7%,,45990, $179.33 , $161.40 , $25.11 ,46.7%,148
43281 - LAP PARAESOPHAG HERN REPAIR,9,"21,914","2,435","3,709",412,412,71.1%,,43281," $2,650.69 "," $2,385.62 ", $412.09 ,71.1%,9
"98926 - OSTEOPATHIC MANIP, 3-4 BODY",60,"5,280",88,"3,706",62,62,73.9%,,98926, $68.51 , $61.66 , $61.77 ,73.9%,60
52330 - CYSTOSCOPY AND TREATMENT (Facility),12,"9,108",759,"3,706",309,309,44.4%,,52330," $1,060.97 ", $954.87 , $308.81 ,44.4%,12
53445 - INSERT URO/VES NCK SPHINCTER (Facility),3,"5,775","1,925","3,704","1,235",1235,64.1%,,53445," $1,280.80 "," $1,152.72 "," $1,234.68 ",64.1%,3
21933 - EXC BACK TUM DEEP = 5 CM,3,"5,820","1,940","3,701","1,234",1234,63.6%,,21933," $1,274.44 "," $1,147.00 "," $1,233.68 ",63.6%,3
57522 - CONIZATION OF CERVIX,9,"6,363",707,"3,686",410,410,57.9%,,57522, $527.59 , $474.83 , $409.54 ,57.9%,9
G0416 - SURG PATH PROS SAT BX 1-20 SPEC (Professional),19,"6,840",360,"3,685",194,194,53.9%,,G0416, $205.20 , $372.96 , $193.92 ,53.9%,19
57505 - SCRAPING OF CERVICAL CANAL,15,"3,681",245,"3,675",245,245,99.9%,,57505, $272.47 , $245.22 , $244.99 ,99.9%,15
43235 - UPPER GI DIAGNOST,22,"17,974",817,"3,660",166,166,21.3%,,43235, $525.86 , $473.27 , $166.36 ,21.3%,22
"14021 - TISSUE TRANSFER, SCALPARMS",3,"5,400","1,800","3,657","1,219",1219,67.7%,,14021," $1,476.33 "," $1,328.70 "," $1,219.16 ",67.7%,3
87150 - DNA/RNA AMPLIFIED PROBE,109,"5,886",54,"3,611",33,33,63.1%,,87150, $35.09 , $31.58 , $33.13 ,63.1%,109
58260 - VAGINAL HYSTERECTOMY,5,"4,625",925,"3,598",720,720,76.3%,,58260," $1,446.25 "," $1,301.63 ", $719.60 ,76.3%,5
J0702 - Betamethasone,465,"8,835",36,"3,595",15,8,40.9%,,J0702, $7.58 , $7.58 , $7.77 ,40.9%,465
44206 - LAP PART COLECTOMY W/STOMA,1,"5,418","5,418","3,586","3,586",3586,66.2%,,44206," $2,987.95 "," $2,689.16 "," $3,585.54 ",66.2%,1
54410 - REMOVE/REPLACE PENIS PROSTH (Facility),4,"20,000","5,000","3,583",896,896,23.9%,,54410," $1,461.29 "," $1,315.16 ", $895.78 ,23.9%,4
"96365 - TherProphDiag IV Infusion, Initial",36,"5,472",152,"3,574",99,99,65.3%,,96365, $104.60 , $94.14 , $99.29 ,65.3%,36
72195 - MRI PELVIS W/O DYE (Technical),12,"12,288",945,"3,557",274,296,28.9%,,72195, $450.85 , $115.70 , $296.43 ,28.9%,12
70544 - MR ANGIOGRAPHY HEAD W/O DYE (Technical),13,"14,547","1,039","3,540",253,272,24.3%,,70544, $313.61 , $282.25 , $272.29 ,24.3%,13
50947 - LAPARO NEW URETERBLADDER (Facility),2,"6,218","3,109","3,538","1,769",1769,57.0%,,50947," $2,337.72 "," $2,103.95 "," $1,769.15 ",57.0%,2
J3301 - Triamcinolone per 10 mg,"3,041","21,287",32,"3,538",5,1,16.8%,,J3301, $0.95 , $0.95 , $1.17 ,16.8%,"3,041"
46922 - SURGICAL REMOVAL OF ANAL LE,16,"10,024",627,"3,532",221,221,40.3%,,46922, $552.47 , $497.22 , $220.73 ,40.3%,16
"73120 - X-RAY EXAM OF HAND, MIN 2V (Technical)",64,"5,452",85,"3,511",55,55,68.0%,,73120, $14.90 , $13.41 , $54.86 ,68.0%,64
54220 - Irrigation of the corpora cavernosa for priapism,9,"4,401",489,"3,497",389,389,79.4%,,54220, $377.18 , $339.46 , $388.51 ,79.4%,9
64718 - ULNAR NERVE W/WO EPICONDYLE,4,"6,696","1,674","3,477",869,869,51.9%,,64718," $1,033.20 ", $929.88 , $869.13 ,51.9%,4
27823 - REPAIR ANKLE FRACTURE WFIX,3,"7,562","2,521","3,474","1,158",1158,39.5%,,27823," $1,700.21 "," $1,530.19 "," $1,157.85 ",39.5%,3
49205 - EXC ABD TUM OVER 10 CM (Facility),1,"5,398","5,398","3,469","3,469",3469,64.3%,,49205, Not Found , Not Found ," $3,468.79 ",64.3%,1
27487 - REVISE KNEE JOINT REPLACEME,3,"9,812","3,271","3,454","1,151",1151,33.9%,,27487," $2,999.52 "," $2,699.57 "," $1,151.28 ",33.9%,3
MWLEP - Murray Womens Weight Loss Established Patient,26,"3,400",126,"3,444",128,132,101.7%,,MWLEP, Not Found , Not Found , $132.48 ,101.7%,26
96372 - Leqvio,169,"7,774",63,"3,443",28,20,44.8%,,96372, $21.97 , $19.77 , $20.28 ,44.8%,169
59151 - TREAT ECTOPIC PREGNANCYLAP,4,"6,096","1,524","3,428",857,857,75.0%,,59151," $1,336.34 "," $1,202.71 ", $857.01 ,75.0%,4
95251 - GLUC MONITOR CONT PHYS I&R,80,"6,800",85,"3,427",43,43,54.5%,,95251, $53.35 , $48.02 , $42.84 ,54.5%,80
29828 - BICEPS TENODESI,11,"16,823","1,529","3,424",311,311,21.2%,,29828," $1,574.68 "," $1,417.21 ", $311.29 ,21.2%,11
77049 - MRI BREAST C-+ W/CAD BI,8,"5,880",735,"3,419",427,427,66.5%,,77049, $673.16 , $605.84 , $427.41 ,66.5%,8
"99233 - SUBSEQUENT, HIGH (Facility)",30,"6,240",208,"3,408",114,114,54.6%,,99233, $117.48 , $105.73 , $113.60 ,54.6%,30
"92552 - PURE TONE AUDIOMETRY, AIR",71,"4,465",63,"3,402",48,48,78.4%,,92552, $51.78 , $46.60 , $47.92 ,78.4%,71
J2182 - INJECTION MEPOLIZUMAB 1 MG,116,"10,404",612,"3,398",200,3,29.0%,,J2182, $34.46 , $34.46 , $3.48 ,29.0%,116
"73080 - X-RAY EXAM OF ELBOW, COMP, MIN 3V (Global)",61,"6,200",102,"3,388",56,56,55.5%,,73080, $15.53 , $40.24 , $55.55 ,55.5%,61
99990 - Established pulmonary or sleep follow-up no-show fee,86,"5,160",60,"3,384",39,39,95.6%,,99990, Not Found , Not Found , $39.35 ,95.6%,86
11103 - TANGNTL BX SKIN EA SEP/ADDL,54,"5,625",134,"3,379",80,65,62.5%,,11103, $87.93 , $79.14 , $65.08 ,62.5%,54
57455 - Colposcopy of Cervix w/ Biopsy of Cervix,13,"4,251",327,"3,358",258,258,79.0%,,57455, $279.99 , $251.99 , $258.30 ,79.0%,13
52318 - REMOVE BLADDER STONE (Facility),6,"8,000","1,333","3,355",559,559,42.4%,,52318, $793.12 , $713.81 , $559.24 ,42.4%,6
92504 - EAR MICROSCOPY EXAM,83,"6,557",77,"3,352",39,40,53.7%,,92504, $44.98 , $40.48 , $40.38 ,53.7%,83
A9575 - Clariscan 15 mL,"27,750","9,713",52,"3,344",18,0,34.4%,,A9575, $0.12 , $0.12 , $0.12 ,34.4%,"27,750"
"64520 - N BLOCK, LUMBARTHORACIC",10,"5,350",486,"3,341",304,334,69.4%,,64520, $402.06 , $361.85 , $334.07 ,69.4%,10
60240 - REMOVAL OF THYROID GLAND,2,"3,884","1,942","3,336","1,668",1668,85.9%,,60240," $1,577.57 "," $1,419.81 "," $1,667.89 ",85.9%,2
95805 - MULTI SLEEP (Global),6,"7,248","1,208","3,329",555,555,45.9%,,95805, $645.38 , $501.77 , $554.84 ,45.9%,6
76881 - US Extremity Non-Vascular Complete,37,"10,022",278,"3,328",92,90,34.1%,,76881, $55.27 , $97.25 , $89.84 ,34.1%,37
73218 - MRI UPPER EXTREMITY W/O DYE (Technical),8,"8,288","1,036","3,312",414,414,40.0%,,73218, $599.27 , $539.34 , $414.00 ,40.0%,8
"58353 - Endometrial Ablation, Thermal, without hysteroscopy",2,"6,000","3,000","3,306","1,653",1653,55.1%,,58353," $1,679.96 "," $1,511.96 "," $1,653.10 ",55.1%,2
58660 - LAP W LYSIS OF ADHESIONS,4,"6,052","1,513","3,297",824,824,72.6%,,58660," $1,174.36 "," $1,056.92 ", $824.18 ,72.6%,4
11043 - DEBRIDE TISSUE/MUSCLE,7,"3,542",506,"3,275",468,468,92.5%,,11043, $400.32 , $360.29 , $467.87 ,92.5%,7
54304 - REVISION OF PENIS (Facility),2,"3,320","1,660","3,246","1,623",1623,97.8%,,54304," $1,266.92 "," $1,140.23 "," $1,622.88 ",97.8%,2
46601 - DIAGNOSTIC ANOSCOPY,13,"9,841",757,"3,243",249,249,32.9%,,46601, $263.80 , $237.42 , $249.42 ,32.9%,13
95147 - ANTIGEN THERAPY SERVICES,35,"5,272",151,"3,213",92,92,61.3%,,95147, $94.14 , $84.73 , $91.79 ,61.3%,35
53440 - MALE SLING PROCEDURE (Facility),3,"5,757","1,919","3,210","1,070",1070,55.8%,,53440," $1,274.44 "," $1,147.00 "," $1,070.11 ",55.8%,3
53410 - RECONSTRUCTION OF URETHRA (Facility),2,"4,340","2,170","3,210","1,605",1605,74.0%,,53410," $1,657.98 "," $1,492.18 "," $1,604.96 ",74.0%,2
"76700 - US ABDOM, COMPLETE (Technical)",27,"5,103",189,"3,203",119,119,70.6%,,76700, $219.21 , $63.71 , $118.64 ,70.6%,27
53661 - Subs Dilation of female Urethra includ suppository,30,"4,860",162,"3,182",106,106,65.5%,,53661, $126.69 , $114.02 , $106.06 ,65.5%,30
44345 - REVISION OF COLOSTOMY,2,"5,128","2,564","3,159","1,580",1580,59.8%,,44345," $1,803.18 "," $1,622.86 "," $1,579.62 ",59.8%,2
TWLSS - Twede Weight loss subsequent visit,83,"4,150",50,"3,150",38,38,86.3%,,TWLSS, Not Found , Not Found , $37.96 ,86.3%,83
"73000 - X-RAY EXAM OF CLAVICLE, COMPLETE (Global)",56,"4,104",73,"3,134",56,56,76.4%,,73000, $14.90 , $53.66 , $55.96 ,76.4%,56
96402 - CHEMO HORMON ANTINEOPL SQIM,76,"6,840",90,"3,126",41,41,45.7%,,96402, $51.25 , $46.13 , $41.13 ,45.7%,76
"11401 - Excise Benign Lesion on trunk, arms, legs 0.6-1.0 cm",15,"3,990",266,"3,125",208,208,78.3%,,11401, $270.16 , $243.14 , $208.36 ,78.3%,15
"54065 - DESTRUCTION, PENIS LESION,E",9,"4,006",445,"3,121",347,347,78.1%,,54065, $378.92 , $341.03 , $346.81 ,78.1%,9
"54112 - TREAT PENIS LESION, GRAFT (Facility)",2,"4,092","2,046","3,118","1,559",1559,76.2%,,54112," $1,584.51 "," $1,426.06 "," $1,559.18 ",76.2%,2
58563 - HYSTEROSCOPY - Hospital,11,"9,350",850,"3,114",283,283,33.3%,,58563," $3,837.77 "," $3,453.99 ", $283.07 ,33.3%,11
25447 - REPAIRREVISE WRIST JOINT(S,4,"6,856","1,714","3,102",775,775,36.9%,,25447," $1,427.74 "," $1,284.97 ", $775.38 ,36.9%,4
"27412 - IMPLANT, AUTLG CHONDROCYTE,",2,"4,642","2,321","3,085","1,543",1543,53.4%,,27412," $2,821.92 "," $2,539.73 "," $1,542.59 ",53.4%,2
54520 - REMOVAL OF TESTIS (Facility),6,"9,008","1,501","3,083",514,514,34.2%,,54520, $557.67 , $501.90 , $513.91 ,34.2%,6
90679 - RSV Recombinant Adjuvant Reconstituted,10,"6,700",670,"3,069",307,307,45.8%,,90679, $330.86 , $330.86 , $306.94 ,45.8%,10
"84550 - ASSAY, URIC ACID, BLOOD",667,"15,341",23,"3,062",5,5,20.4%,,84550, $4.52 , $4.07 , $4.59 ,20.4%,667
64405 - NRV DES OCCIP GRT,25,"9,500",396,"3,060",127,126,35.8%,,64405, $129.58 , $116.62 , $126.19 ,35.8%,25
"10080 - Drainage, pilonidal cyst, simple",9,"3,503",389,"3,055",339,339,99.1%,,10080, $446.02 , $401.42 , $339.43 ,99.1%,9
"17111 - Destroy flat wart, 15+ lesions",15,"4,003",267,"3,052",203,203,76.2%,,17111, $227.93 , $205.14 , $203.44 ,76.2%,15
MRINS - MRI No Show Fee,42,"6,300",150,"3,045",73,73,88.3%,,MRINS, Not Found , Not Found , $72.50 ,88.3%,42
"28308 - INCISION OF METATARSAL, EAC",6,"7,538","1,508","3,037",607,542,42.4%,,28308, $975.35 , $877.82 , $541.83 ,42.4%,6
24071 - EXC ARMELBOW LES SC = 3 CM,6,"6,621","1,104","3,022",504,504,46.3%,,24071, $700.56 , $630.50 , $503.67 ,46.3%,6
99497 - Advanced Care Plan,42,"7,602",181,"3,013",72,72,45.0%,,99497, $98.03 , $88.23 , $71.74 ,45.0%,42
23550 - REPAIR CLAVICLE DISLOCATION,4,"4,772","1,193","3,005",751,751,56.2%,,23550, $987.50 , $888.75 , $751.24 ,56.2%,4
PRPBL - PR Bilateral,3,"3,000","1,000","3,000","1,000",1000,100.0%,,PRPBL, Not Found , Not Found ," $1,000.00 ",100.0%,3
SWED6 - shockwave for ED,4,"3,996",999,"2,997",749,749,100.0%,,SWED6, Not Found , Not Found , $749.25 ,100.0%,4
"85652 - Sedimentation Rate, Automated","1,108","15,512",14,"2,990",3,3,19.8%,,85652, $2.70 , $2.43 , $2.70 ,19.8%,"1,108"
58575 - LAPS TOT HYST RESJ MAL,1,"5,068","5,068","2,987","2,987",2987,58.9%,,58575," $3,318.85 "," $2,986.97 "," $2,986.97 ",58.9%,1
22902 - EXC ABD LES SC < 3 CM,7,"7,273","1,039","2,981",426,426,41.0%,,22902, $825.52 , $742.97 , $425.85 ,41.0%,7
51784 - ANALURINARY MUSCLE STUDY (Global),53,"27,612",521,"2,977",56,56,10.6%,,51784, $109.92 , $42.17 , $56.16 ,10.6%,53
92567 - TYMPANOMETRY,122,"5,734",47,"2,972",24,24,53.6%,,92567, $25.63 , $23.07 , $24.36 ,53.6%,122
21235 - GRAFT EAR CARTILAGE TO NOSE,3,"5,382","1,794","2,958",986,986,55.0%,,21235," $1,257.08 "," $1,131.37 ", $986.15 ,55.0%,3
94618 - PULMONARY STRESS TESTING,65,"5,980",84,"2,957",42,45,49.9%,,94618, $17.26 , $30.59 , $45.23 ,49.9%,65
70486 - CT MAXILLOFACIAL WO DYE (Technical),16,"7,456",466,"2,954",185,185,39.6%,,70486, $245.92 , $221.33 , $184.61 ,39.6%,16
31253 - ENDO TOTAL ETHMOIDECTOMY WITH FRONTAL SINUS REM,3,"6,000","2,000","2,946",982,982,46.6%,,31253, $850.97 , $765.87 , $981.90 ,46.6%,3
41010 - INCISION OF TONGUE FOLD,10,"4,134",413,"2,940",294,294,89.4%,,41010, $381.23 , $343.11 , $293.98 ,89.4%,10
44144 - PARTIAL REMOVAL OF COLON,1,"4,767","4,767","2,933","2,933",2933,61.5%,,44144," $3,030.18 "," $2,727.16 "," $2,933.28 ",61.5%,1
64628 - TRML DSTRJ IOS BVN 1ST 2 L/S,3,"2,982",497,"2,928",488,733,73.7%,,64628, $785.60 , $707.04 , $732.86 ,73.7%,3
44210 - LAPARO TOTAL PROCTOCOLECTOMY,1,"4,405","4,405","2,925","2,925",2925,66.4%,,44210," $3,021.51 "," $2,719.36 "," $2,924.88 ",66.4%,1
"60220 - REMOVAL OF THYROID LOBE, TO",3,"5,364","1,788","2,921",974,974,54.5%,,60220," $1,214.85 "," $1,093.37 ", $973.66 ,54.5%,3
91318 - Comirnaty (6 mo - 4 yr),47,"10,528",224,"2,919",62,62,27.7%,,91318, Not Found , Not Found , $62.10 ,27.7%,47
"44602 - SUTURE, SMALL INTESTINE, ON",1,"4,055","4,055","2,905","2,905",2905,71.6%,,44602," $2,421.02 "," $2,178.92 "," $2,905.22 ",71.6%,1
53854 - TRURL DSTRJ PRST8 TISS RF WV,1,"3,521","3,521","2,888","2,888",2888,82.0%,,53854," $2,983.32 "," $2,684.99 "," $2,887.92 ",82.0%,1
27766 - REPAIR ANKLE FRACTURE,3,"5,208","1,736","2,885",962,962,55.4%,,27766," $1,041.88 ", $937.69 , $961.58 ,55.4%,3
"83721 - BLOOD LIPOPROTEIN ASSAY, LD",315,"5,985",19,"2,883",9,9,53.6%,,83721, $10.50 , $9.45 , $9.15 ,53.6%,315
11306 - SHAVE SCALPNECKHA .6-1.0CM,22,"5,068",230,"2,878",131,131,62.5%,,11306, $212.89 , $191.60 , $130.84 ,62.5%,22
